Taxpayer_ID,Revenue,Expenses,Tax_Liability,Tax_Paid,Late_Filings,Compliance_Violations,Industry,Profit,Tax_Compliance_Ratio,Audit_Findings,Risk_Label
307,1383299.47,705636.23,59100.85,53320.06,3,0,Retail,677663.24,0.9,3,High
308,822528.58,698176.2,47252.05,51616.61,3,0,Healthcare,124352.38,1.09,9,High
309,1164129.21,917179.11,58017.58,65611.88,3,0,Retail,246950.1,1.13,8,High
310,939342.2,794939.65,63314.83,47996.86,0,2,Finance,144402.55,0.76,9,High
311,934695.64,694994.61,45189.99,36181.26,3,0,Retail,239701.03,0.8,5,High
312,1329633.06,863553.26,76928.17,52494.74,4,2,Tech,466079.8,0.68,0,High
313,1247624.9,978041.51,53451.06,68860.47,4,0,Retail,269583.39,1.29,8,High
314,1244052.89,811562.06,57466.15,37852.41,1,1,Manufacturing,432490.83,0.66,5,High
315,1391643.64,702070.52,59988.86,44385.37,0,1,Retail,689573.12,0.74,3,High
316,1006301.15,437632.75,56323.8,52164.46,4,0,Finance,568668.4,0.93,3,High
317,1204585.89,486977.27,62584.11,47460.95,2,1,Retail,717608.62,0.76,2,High
318,906919.97,638955.06,40741.2,38176.96,0,2,Tech,267964.91,0.94,6,High
319,1097249.91,578097.56,41625.47,59218.58,0,0,Healthcare,519152.35,1.42,2,Low
320,960957.08,662605.74,33497.69,71200.41,4,2,Retail,298351.34,2.13,1,High
321,1029098.79,711329.98,56592.52,49961.31,2,0,Retail,317768.81,0.88,9,Medium
322,1178547.11,805938.55,61684.05,38959.32,1,1,Manufacturing,372608.56,0.63,7,High
323,754533.8,685900.24,56866.59,32510.39,4,2,Tech,68633.56,0.57,3,High
324,1627716.18,797300.33,75117.39,50579.76,2,1,Healthcare,830415.85,0.67,7,High
325,698194.79,712894.88,49916.06,59038.77,0,1,Finance,-14700.09,1.18,0,Low
326,635743.42,304906.69,60031.12,52751.68,2,0,Retail,330836.73,0.88,4,Medium
327,1347433.26,512132.92,33624.49,47975.96,0,2,Healthcare,835300.34,1.43,8,High
328,1237498.81,671182.49,44193.5,42107.28,4,1,Finance,566316.32,0.95,0,High
329,1187235.95,458061.05,60433.07,37078.36,4,0,Tech,729174.9,0.61,3,High
330,1188503.65,819985.75,62736.53,56347.51,3,0,Tech,368517.9,0.9,5,High
331,996325.97,1006150.17,45590.5,57137.72,3,0,Healthcare,-9824.2,1.25,9,High
332,730823.69,943752.37,48926.01,32542.7,3,1,Finance,-212928.68,0.67,7,High
333,1022741.37,657311.43,27231.89,63898.39,4,0,Tech,365429.94,2.35,2,High
334,796851.49,998145.23,44644.56,53740.71,1,2,Healthcare,-201293.74,1.2,4,High
335,1292535.92,729733.49,63355.75,61995.95,4,2,Tech,562802.43,0.98,6,High
336,955882.79,632582.81,58628.08,34578.72,2,1,Tech,323299.98,0.59,0,High
337,752350.84,577319.47,57509.99,34341.76,4,2,Tech,175031.37,0.6,6,High
338,903584.25,639506.06,50746.61,46510.31,4,0,Manufacturing,264078.19,0.92,7,High
339,1123879.44,622364.64,50105.95,53027.84,0,1,Finance,501514.8,1.06,7,Low
340,830882.63,734083.24,40095.18,65963.61,0,0,Healthcare,96799.39,1.65,8,Low
341,753333.88,732114.8,60482.43,55060.79,0,1,Healthcare,21219.08,0.91,5,Low
342,1073106.16,700609.2,56314.59,45573.19,4,1,Finance,372496.96,0.81,5,High
343,1073489.97,787387.63,57380.28,37736.31,1,0,Finance,286102.34,0.66,1,High
344,847917.05,938129.25,42109.48,60300.01,2,2,Finance,-90212.2,1.43,2,High
345,858688.51,889910.83,17699.86,38352.95,2,2,Finance,-31222.32,2.17,3,High
346,1069614.98,403020.41,66457.29,64284.69,1,1,Retail,666594.57,0.97,3,Low
347,565574.7,189215.77,42817.44,45156.15,1,0,Healthcare,376358.93,1.05,7,Low
348,577760.87,886863.98,37058.36,63905.82,2,0,Retail,-309103.11,1.72,0,Medium
349,784466.73,426624.26,60402.18,54789.31,3,1,Tech,357842.47,0.91,9,High
350,935965.85,655046.92,44119.81,46630.05,0,2,Tech,280918.93,1.06,3,High
351,1093272.27,465977.39,65899.05,42806.04,0,0,Healthcare,627294.88,0.65,3,High
352,1442606.87,339603.91,59255.09,44590.92,2,2,Tech,1103002.96,0.75,0,High
353,1257297.89,808292.55,60253.54,52283.17,1,2,Finance,449005.34,0.87,2,High
354,952018.44,851831.03,29510.66,48771.56,3,1,Retail,100187.41,1.65,4,High
355,994295.14,584697.92,68179.16,42061.89,2,1,Finance,409597.22,0.62,5,High
356,699241.19,181791.54,53918.76,46343.69,0,2,Tech,517449.65,0.86,8,High
357,994446.06,590751.11,44460.84,48785.77,4,0,Retail,403694.95,1.1,8,High
358,913402.41,778360.8,52150.83,26712.66,1,0,Finance,135041.61,0.51,8,High
359,1096815.57,404217.69,23356.47,52581.68,4,1,Healthcare,692597.88,2.25,0,High
360,751830.72,736671.98,56129.79,38202.79,2,2,Finance,15158.74,0.68,8,High
361,1155803.95,696938.03,34559.43,36466.68,0,0,Tech,458865.92,1.06,7,Low
362,1459821.67,815858.3,29709.95,31126.56,3,0,Retail,643963.37,1.05,1,High
363,967371.96,723916.07,27164.61,30061.08,4,1,Healthcare,243455.89,1.11,0,High
364,1120513.52,505386.21,66690.33,34445.52,3,2,Retail,615127.31,0.52,0,High
365,1207043.2,939314.3,40561.05,40909.79,0,0,Healthcare,267728.9,1.01,5,Low
366,879633.86,668294.09,73005.92,67532.59,4,1,Retail,211339.77,0.93,8,High
367,1067227.74,694539.09,41962.98,42741.2,3,0,Tech,372688.65,1.02,6,High
368,1003777.72,513346.41,24389.63,49777.5,3,0,Healthcare,490431.31,2.04,4,High
369,1029302.83,611343.55,33252.13,52004.81,4,0,Manufacturing,417959.28,1.56,1,High
370,768097.06,523039.46,68537.17,49310.65,0,1,Retail,245057.6,0.72,0,High
371,1007353.05,665410.79,47661.53,47225.57,3,2,Retail,341942.26,0.99,1,High
372,1149399.49,1042341.7,41775.69,36047.06,2,1,Finance,107057.79,0.86,0,Medium
373,1435343.08,425619.77,52400.27,62509.28,4,2,Healthcare,1009723.31,1.19,2,High
374,1287781.25,377287.72,57526.74,66071.97,1,0,Manufacturing,910493.53,1.15,5,Low
375,1645954.74,994234.07,66760.98,31173.41,1,2,Tech,651720.67,0.47,7,High
376,769795.73,658135.26,71727.49,37759.71,0,0,Finance,111660.47,0.53,2,High
377,1261696.19,566185.45,44603.47,45201.9,2,0,Manufacturing,695510.74,1.01,9,Medium
378,1055002.6,907980.94,30109.28,38354.62,3,1,Healthcare,147021.66,1.27,8,High
379,1656940.88,578876.89,43798.02,53059.66,1,0,Manufacturing,1078063.99,1.21,9,Low
380,757510.51,1065201.94,53904.21,40717.28,0,1,Retail,-307691.43,0.76,4,High
381,748083.45,835585.17,35543.62,69650.56,2,2,Retail,-87501.72,1.96,6,High
382,820182.21,602417.72,35642.74,59905.49,2,2,Finance,217764.49,1.68,7,High
383,362831.28,1131461.64,55156.82,50125.74,0,0,Healthcare,-768630.36,0.91,2,Low
384,842273.49,578857.02,49270.21,58269.86,0,1,Healthcare,263416.47,1.18,1,Low
385,772260.2,848419.07,50491.95,59059.0,3,0,Manufacturing,-76158.87,1.17,1,High
386,1045118.14,759858.52,38622.57,42360.53,0,1,Finance,285259.62,1.1,4,Low
387,1102526.79,960348.26,46543.99,39837.83,3,1,Healthcare,142178.53,0.86,0,High
388,1562851.25,1012302.24,36136.5,48781.43,3,1,Retail,550549.01,1.35,1,High
389,1285127.15,706400.83,63352.98,56616.36,4,2,Manufacturing,578726.32,0.89,8,High
390,826928.9,549316.43,65528.74,49390.6,2,1,Tech,277612.47,0.75,6,High
391,730475.6,791994.43,22307.18,32230.04,2,2,Retail,-61518.83,1.44,5,High
392,1147575.75,564456.93,36057.34,39971.76,2,1,Finance,583118.82,1.11,8,Medium
393,603930.04,1102677.45,27552.06,47260.27,4,2,Healthcare,-498747.41,1.72,6,High
394,1549437.63,727307.07,40249.64,47243.34,3,2,Retail,822130.56,1.17,4,High
395,1353832.04,626935.69,48748.43,67725.42,3,2,Tech,726896.35,1.39,8,High
396,859247.3,736936.06,28255.32,34140.12,0,0,Tech,122311.24,1.21,5,Low
397,486059.64,430574.74,36172.1,53055.89,4,1,Finance,55484.9,1.47,5,High
398,1406161.71,505677.19,34940.64,62891.13,0,0,Retail,900484.52,1.8,3,Low
399,965638.05,940082.78,53109.01,70714.5,4,1,Manufacturing,25555.27,1.33,0,High
400,1371344.89,568621.14,51040.17,43956.03,0,1,Retail,802723.75,0.86,4,Medium
401,521671.7,490617.8,39173.94,52914.29,1,0,Tech,31053.9,1.35,8,Low
402,820187.49,807330.55,52652.31,53697.6,2,2,Finance,12856.94,1.02,7,High
403,1001573.11,937140.83,41799.8,49954.82,2,1,Finance,64432.28,1.2,7,Medium
404,1014094.18,843790.66,45925.17,47011.55,3,2,Manufacturing,170303.52,1.02,4,High
405,864980.36,899209.54,75101.78,52359.75,1,0,Finance,-34229.18,0.7,8,High
406,1186854.98,548640.98,70106.92,22677.54,2,2,Finance,638214.0,0.32,2,High
407,679713.87,415637.87,30506.28,54820.69,3,1,Finance,264076.0,1.8,2,High
408,957286.15,1000266.73,62445.99,49261.78,1,1,Finance,-42980.58,0.79,0,High
409,1036088.69,635464.03,62170.95,45775.25,2,1,Finance,400624.66,0.74,8,High
410,1154331.65,649833.4,32776.05,68468.62,0,0,Tech,504498.25,2.09,5,Low
411,1213484.46,965638.83,62281.66,41250.66,4,1,Retail,247845.63,0.66,1,High
412,662607.37,811246.0,73068.98,43969.24,1,0,Healthcare,-148638.63,0.6,7,High
413,539765.75,791177.55,33161.83,67915.53,3,2,Finance,-251411.8,2.05,8,High
414,1383303.05,1133000.47,36237.46,39679.39,1,1,Healthcare,250302.58,1.09,8,Low
415,1099694.2,571296.35,65264.92,42498.85,3,1,Healthcare,528397.85,0.65,1,High
416,775454.04,885568.03,54072.43,46529.75,1,1,Tech,-110113.99,0.86,1,Medium
417,1465345.59,711402.62,58272.14,56407.34,3,2,Finance,753942.97,0.97,6,High
418,1034702.39,753718.46,55108.84,50078.03,2,1,Healthcare,280983.93,0.91,3,Medium
419,1353789.16,1005693.69,55860.44,35073.75,0,0,Finance,348095.47,0.63,0,High
420,1020255.54,801567.15,30102.92,42678.31,2,2,Manufacturing,218688.39,1.42,7,High
421,1618224.38,807659.22,65709.77,41926.46,0,2,Manufacturing,810565.16,0.64,1,High
422,1526602.25,914501.47,67543.85,47227.79,2,2,Manufacturing,612100.78,0.7,2,High
423,925310.76,627009.45,46559.14,52258.44,2,2,Healthcare,298301.31,1.12,4,High
424,1291471.29,532158.07,49347.85,52182.06,1,2,Manufacturing,759313.22,1.06,2,High
425,1193612.78,491038.16,27033.39,30239.88,4,0,Tech,702574.62,1.12,6,High
426,1410589.47,306728.68,57713.82,58639.41,3,2,Tech,1103860.79,1.02,6,High
427,710522.96,1111241.43,58580.86,50525.69,3,1,Healthcare,-400718.47,0.86,1,High
428,1205815.44,479358.33,49067.13,61845.32,3,2,Finance,726457.11,1.26,6,High
429,1317527.35,655749.28,66865.3,52441.98,0,2,Retail,661778.07,0.78,5,High
430,472378.15,644637.34,44988.84,59013.23,3,2,Finance,-172259.19,1.31,9,High
431,645022.45,761481.34,58469.09,52665.45,3,2,Finance,-116458.89,0.9,8,High
432,388230.35,863147.44,34705.03,61462.26,1,2,Finance,-474917.09,1.77,8,High
433,919177.95,872094.7,49646.72,53222.51,2,0,Finance,47083.25,1.07,1,Medium
434,1215262.68,583384.51,47384.69,47020.85,3,0,Retail,631878.17,0.99,6,High
435,1450707.12,666575.66,53379.62,70724.35,4,2,Manufacturing,784131.46,1.32,4,High
436,1022228.43,756515.99,44457.1,56890.37,3,0,Finance,265712.44,1.28,5,High
437,1488584.66,650261.77,48027.91,53737.44,0,1,Tech,838322.89,1.12,0,Low
438,585969.56,1021469.12,62390.71,35236.96,0,2,Healthcare,-435499.56,0.56,6,High
439,488985.27,798194.99,43448.54,35116.92,0,1,Healthcare,-309209.72,0.81,5,Medium
440,983335.69,846975.56,25901.34,50927.15,3,1,Tech,136360.13,1.97,3,High
441,1115219.63,832576.25,76243.76,49455.21,1,2,Finance,282643.38,0.65,0,High
442,990191.58,934694.77,70721.81,41858.77,4,1,Retail,55496.81,0.59,8,High
443,379767.37,736204.31,30616.06,49409.83,3,1,Manufacturing,-356436.94,1.61,3,High
444,973263.99,440633.61,60345.62,63886.27,1,1,Healthcare,532630.38,1.06,1,Low
445,608659.15,779937.59,42455.38,54954.02,1,2,Manufacturing,-171278.44,1.29,7,High
446,1200901.76,569728.62,53952.31,36589.91,3,2,Retail,631173.14,0.68,1,High
447,1109979.47,594276.66,54413.36,46884.91,3,1,Healthcare,515702.81,0.86,4,High
448,718036.06,817272.8,46483.88,39950.34,1,2,Manufacturing,-99236.74,0.86,5,High
449,845839.92,947656.61,38243.52,44123.0,1,2,Retail,-101816.69,1.15,7,High
450,682235.94,704254.32,39641.88,43863.84,1,1,Manufacturing,-22018.38,1.11,0,Low
451,981196.27,761766.6,36257.12,43223.54,3,2,Finance,219429.67,1.19,0,High
452,1286542.7,1040442.99,37522.67,35448.65,1,0,Retail,246099.71,0.94,3,Low
453,704282.19,748150.64,48992.33,46723.45,0,2,Manufacturing,-43868.45,0.95,4,High
454,1151213.95,1220336.62,39263.6,42393.92,3,0,Finance,-69122.67,1.08,8,High
455,840922.71,813101.93,60230.78,18705.51,0,1,Finance,27820.78,0.31,6,High
456,762138.15,347847.45,72308.69,68529.72,2,2,Retail,414290.7,0.95,6,High
457,967890.89,850668.32,41299.2,58887.7,3,1,Tech,117222.57,1.43,7,High
458,689427.3,776231.68,53591.07,44236.99,2,1,Healthcare,-86804.38,0.83,4,Medium
459,833905.21,957950.55,57495.28,48188.19,1,1,Retail,-124045.34,0.84,4,Medium
460,640636.63,834636.27,57080.03,36283.46,1,1,Finance,-193999.64,0.64,0,High
461,1589417.54,672308.8,51139.33,64957.23,4,1,Finance,917108.74,1.27,8,High
462,1010579.07,455140.35,61140.24,66972.89,1,2,Retail,555438.72,1.1,5,High
463,790082.35,658195.35,57233.73,49566.94,2,0,Tech,131887.0,0.87,8,Medium
464,1064193.97,529895.91,31435.06,58235.31,1,2,Healthcare,534298.06,1.85,2,High
465,966301.59,583895.31,63037.34,49752.87,3,2,Manufacturing,382406.28,0.79,4,High
466,933709.12,817715.68,63309.36,34632.75,1,2,Retail,115993.44,0.55,1,High
467,1184250.01,1033980.9,38550.71,43881.77,4,2,Healthcare,150269.11,1.14,9,High
468,1227252.31,778934.31,50569.07,49319.28,1,0,Healthcare,448318.0,0.98,4,Low
469,840849.66,460823.39,60249.93,43454.52,2,2,Finance,380026.27,0.72,7,High
470,827254.53,788920.53,46860.29,45813.47,2,1,Manufacturing,38334.0,0.98,1,Medium
471,917484.49,939326.3,66094.67,47086.0,1,2,Retail,-21841.81,0.71,7,High
472,309423.65,578043.42,85458.09,47191.22,2,2,Finance,-268619.77,0.55,3,High
473,545442.68,673196.57,38210.21,48522.58,2,0,Finance,-127753.89,1.27,9,Medium
474,1410062.28,702937.64,29284.33,37393.95,4,0,Tech,707124.64,1.28,9,High
475,1493490.31,543020.34,54557.28,40829.84,3,1,Healthcare,950469.97,0.75,0,High
476,925289.19,829656.09,60823.44,35154.16,4,2,Retail,95633.1,0.58,4,High
477,1172967.09,675810.37,46537.0,57778.16,0,2,Retail,497156.72,1.24,0,High
478,1093375.05,783906.49,71798.91,26943.53,4,2,Retail,309468.56,0.38,6,High
479,1923664.24,522501.56,29920.91,59535.9,1,1,Finance,1401162.68,1.99,7,Low
480,1335872.47,612508.34,60393.78,61863.49,3,0,Tech,723364.13,1.02,2,High
481,961624.72,844476.27,40912.09,44978.19,1,1,Manufacturing,117148.45,1.1,2,Low
482,713337.87,625433.37,75790.67,21968.63,0,2,Finance,87904.5,0.29,6,High
483,518066.1,1045392.77,79887.73,44386.89,3,0,Manufacturing,-527326.67,0.56,3,High
484,1061039.09,620072.76,38500.15,47358.16,2,0,Tech,440966.33,1.23,2,Medium
485,773094.78,744936.95,41756.64,37894.02,4,1,Healthcare,28157.83,0.91,7,High
486,573323.89,886518.17,62893.82,42847.82,1,0,Retail,-313194.28,0.68,2,High
487,806028.13,416326.85,44193.04,63301.95,0,0,Manufacturing,389701.28,1.43,6,Low
488,675535.6,347838.24,49318.83,54649.27,2,2,Finance,327697.36,1.11,1,High
489,1506142.49,394868.74,50380.83,38754.36,4,2,Manufacturing,1111273.75,0.77,0,High
490,1264491.93,952516.82,21204.9,32024.01,2,0,Healthcare,311975.11,1.51,5,Medium
491,997608.21,589628.37,49792.43,44729.83,4,0,Retail,407979.84,0.9,7,High
492,1443983.24,1211639.86,39654.08,45865.43,3,1,Manufacturing,232343.38,1.16,0,High
493,1023210.49,587150.48,42603.16,52961.99,2,1,Healthcare,436060.01,1.24,9,Medium
494,741614.74,736910.26,71654.48,42646.83,2,0,Finance,4704.48,0.6,8,High
495,1456937.22,1008421.99,31152.4,53115.0,2,2,Tech,448515.23,1.71,2,High
496,1161673.01,1101218.58,62198.08,67351.54,3,0,Finance,60454.43,1.08,2,High
497,688826.15,1112300.72,45815.56,56155.01,0,0,Retail,-423474.57,1.23,3,Low
498,942898.4,941673.25,45803.6,47519.11,4,2,Finance,1225.15,1.04,0,High
499,737314.52,904812.51,61855.58,46168.5,2,2,Finance,-167497.99,0.75,8,High
500,585160.08,818505.39,55100.77,44433.27,3,1,Finance,-233345.31,0.81,2,High
501,1277853.26,855672.22,58559.19,59806.41,0,1,Finance,422181.04,1.02,9,Low
502,1572824.99,589762.86,64522.77,41726.87,4,1,Retail,983062.13,0.65,3,High
503,580429.73,536360.22,45030.37,48452.23,3,1,Healthcare,44069.51,1.08,0,High
504,1168890.77,699325.11,40816.45,48511.98,4,2,Manufacturing,469565.66,1.19,3,High
505,804807.23,665963.08,33722.74,42982.16,2,0,Tech,138844.15,1.27,0,Medium
506,853862.38,609354.39,37618.84,34275.34,0,1,Manufacturing,244507.99,0.91,4,Low
507,822281.82,839277.49,94236.42,51229.75,3,1,Manufacturing,-16995.67,0.54,4,High
508,740802.77,891061.04,68670.19,47389.96,0,2,Tech,-150258.27,0.69,6,High
509,1014556.49,717681.38,29733.88,53002.4,2,2,Retail,296875.11,1.78,7,High
510,750714.97,995506.02,30163.13,42664.0,0,0,Tech,-244791.05,1.41,3,Low
511,1081137.05,471662.18,57227.99,60208.21,0,0,Retail,609474.87,1.05,6,Low
512,984928.57,661268.11,58208.97,39232.26,1,2,Manufacturing,323660.46,0.67,3,High
513,928315.59,556635.54,58233.26,65120.4,0,1,Retail,371680.05,1.12,2,Low
514,727730.9,326692.68,46175.66,30523.63,4,1,Healthcare,401038.22,0.66,5,High
515,826968.6,683463.86,48118.19,52347.7,3,1,Tech,143504.74,1.09,3,High
516,1226617.37,675650.5,54918.19,52754.31,1,0,Healthcare,550966.87,0.96,2,Low
517,1150275.16,1002689.95,51288.4,40044.43,3,1,Manufacturing,147585.21,0.78,8,High
518,706733.43,826162.34,16710.49,52243.94,3,1,Tech,-119428.91,3.13,4,High
519,1029799.69,495162.64,46553.01,60795.19,2,2,Manufacturing,534637.05,1.31,6,High
520,1225416.14,1070818.51,37228.9,25831.81,2,1,Healthcare,154597.63,0.69,5,High
521,499178.42,944206.74,52628.17,53027.45,1,2,Manufacturing,-445028.32,1.01,9,High
522,1163008.06,816419.54,94778.89,23067.29,2,1,Tech,346588.52,0.24,4,High
523,801212.87,654703.18,55512.22,38343.35,2,0,Tech,146509.69,0.69,6,High
524,1171179.6,508112.15,45297.05,64291.66,2,1,Manufacturing,663067.45,1.42,5,Medium
525,771022.25,625558.64,63827.02,42182.18,3,1,Tech,145463.61,0.66,9,High
526,458535.37,917749.72,57240.32,36261.2,1,2,Tech,-459214.35,0.63,1,High
527,511737.27,1076917.26,56301.42,46020.62,3,2,Manufacturing,-565179.99,0.82,2,High
528,1014425.48,1008648.71,59102.76,68679.06,4,2,Healthcare,5776.77,1.16,1,High
529,1077916.75,602230.12,80848.15,29683.18,3,1,Tech,475686.63,0.37,2,High
530,728705.01,476076.51,33036.67,37486.9,4,1,Tech,252628.5,1.13,0,High
531,1191577.74,728177.25,57104.48,62974.32,0,0,Tech,463400.49,1.1,7,Low
532,501543.98,346312.13,36104.28,66577.02,0,1,Tech,155231.85,1.84,5,Low
533,980176.06,764633.54,58332.69,46965.69,4,0,Manufacturing,215542.52,0.81,1,High
534,636695.14,670479.48,36219.7,35609.47,4,2,Healthcare,-33784.34,0.98,7,High
535,804449.17,606792.7,43739.5,68958.44,3,2,Healthcare,197656.47,1.58,5,High
536,1014219.6,381059.39,45573.65,63944.42,4,2,Retail,633160.21,1.4,6,High
537,741875.99,802720.02,64637.25,54789.47,1,0,Tech,-60844.03,0.85,0,Medium
538,884633.34,593459.83,63776.82,39875.98,0,1,Tech,291173.51,0.63,6,High
539,1301887.84,466016.63,31314.24,47509.71,0,2,Retail,835871.21,1.52,2,High
540,826932.44,125547.56,50824.01,46396.4,4,1,Healthcare,701384.88,0.91,7,High
541,1250707.63,694497.02,39356.3,51308.51,2,1,Finance,556210.61,1.3,5,Medium
542,661087.94,1054450.32,31122.43,62510.01,2,2,Finance,-393362.38,2.01,3,High
543,1158941.25,1032251.84,46744.74,56794.17,4,0,Healthcare,126689.41,1.21,7,High
544,1432470.59,608580.75,45372.76,37226.24,1,1,Tech,823889.84,0.82,8,Medium
545,258506.65,579557.59,86400.75,61764.96,2,2,Finance,-321050.94,0.71,9,High
546,760931.42,793754.85,56494.4,51131.32,4,1,Manufacturing,-32823.43,0.91,1,High
547,1173121.64,500322.91,29335.74,54870.66,1,1,Manufacturing,672798.73,1.87,5,Low
548,939086.38,760358.38,41528.39,62665.41,1,1,Retail,178728.0,1.51,4,Low
549,1111343.76,853216.06,65320.75,36884.2,3,1,Healthcare,258127.7,0.56,4,High
550,818804.44,945386.64,81326.64,47641.74,1,1,Healthcare,-126582.2,0.59,9,High
551,1025976.94,679969.18,26210.25,42685.45,2,0,Finance,346007.76,1.63,2,Medium
552,953296.83,659265.25,21801.13,32321.41,2,0,Tech,294031.58,1.48,7,Medium
553,1350334.62,524403.48,78064.48,51467.1,4,2,Healthcare,825931.14,0.66,7,High
554,1076326.25,534623.93,55844.21,73115.57,4,0,Finance,541702.32,1.31,4,High
555,1101280.8,654704.22,36975.61,29599.22,1,0,Finance,446576.58,0.8,7,Medium
556,876436.91,773473.1,58019.44,47677.19,0,0,Healthcare,102963.81,0.82,9,Medium
557,853718.13,882716.93,10463.78,54405.43,3,1,Finance,-28998.8,5.2,7,High
558,870232.54,539364.21,50050.63,49230.78,0,1,Retail,330868.33,0.98,2,Low
559,1118335.64,998537.71,54917.32,46868.72,1,2,Retail,119797.93,0.85,1,High
560,873704.66,645775.28,63864.05,35007.84,1,2,Healthcare,227929.38,0.55,8,High
561,1086932.46,695726.54,34791.56,50327.87,0,2,Tech,391205.92,1.45,1,High
562,1622620.24,550557.66,51285.31,40432.36,3,1,Retail,1072062.58,0.79,8,High
563,1261337.41,215151.95,36118.63,26100.78,0,0,Retail,1046185.46,0.72,3,High
564,902192.94,876809.08,53830.76,59945.92,4,0,Healthcare,25383.86,1.11,1,High
565,1360364.18,847368.78,36569.81,57583.86,2,1,Manufacturing,512995.4,1.57,9,Medium
566,877577.39,643734.49,43878.49,48516.61,4,2,Finance,233842.9,1.11,0,High
567,388562.64,713398.14,35062.77,50290.75,2,2,Retail,-324835.5,1.43,3,High
568,697574.11,803187.84,59767.04,58743.18,1,2,Manufacturing,-105613.73,0.98,8,High
569,438762.42,387490.83,62876.77,50243.4,3,1,Tech,51271.59,0.8,8,High
570,894545.95,594189.46,46480.69,57040.18,0,2,Manufacturing,300356.49,1.23,3,High
571,1005525.51,858852.94,50573.57,45025.18,3,2,Healthcare,146672.57,0.89,8,High
572,1502931.19,449142.12,28271.13,61119.84,0,1,Tech,1053789.07,2.16,5,Low
573,1098078.21,758711.59,45504.85,51207.86,4,0,Tech,339366.62,1.13,0,High
574,934269.84,428683.64,49246.93,49940.52,4,1,Manufacturing,505586.2,1.01,9,High
575,1248821.67,793286.0,89311.9,35299.39,0,1,Healthcare,455535.67,0.4,5,High
576,336659.41,692871.7,33320.49,50869.56,3,1,Retail,-356212.29,1.53,8,High
577,1070684.37,376973.64,71962.66,39680.45,0,1,Manufacturing,693710.73,0.55,1,High
578,1231259.56,932947.87,64952.88,41617.17,1,0,Retail,298311.69,0.64,5,High
579,556424.13,553081.68,54209.55,39846.24,4,2,Manufacturing,3342.45,0.74,1,High
580,1343126.21,537949.51,76379.31,37337.65,1,1,Retail,805176.7,0.49,3,High
581,1101548.92,740113.84,55581.58,69247.71,4,0,Manufacturing,361435.08,1.25,7,High
582,875413.63,929727.47,55837.39,61313.39,4,2,Tech,-54313.84,1.1,6,High
583,1189834.56,496835.64,49203.19,67203.68,2,2,Finance,692998.92,1.37,8,High
584,1681207.86,712335.97,68353.53,35771.05,1,2,Tech,968871.89,0.52,6,High
585,1054559.88,785763.3,66447.04,48712.54,1,1,Retail,268796.58,0.73,0,High
586,1074466.18,838621.12,40614.84,35064.92,2,1,Healthcare,235845.06,0.86,1,Medium
587,862191.73,735288.31,30211.29,41043.05,3,2,Tech,126903.42,1.36,5,High
588,745046.69,626594.43,46955.29,38818.73,1,2,Finance,118452.26,0.83,6,High
589,1249100.74,534481.96,37999.42,60395.84,0,2,Retail,714618.78,1.59,2,High
590,,717228.78,49047.13,44037.7,2,2,Tech,,0.9,8,High
591,1021469.87,485572.2,68561.57,58683.79,1,2,Manufacturing,535897.67,0.86,6,High
592,856702.77,115729.9,43140.48,54041.21,3,2,Healthcare,740972.87,1.25,5,High
593,1143693.95,787311.96,49357.65,71036.39,1,0,Retail,356381.99,1.44,5,Low
594,1100098.63,880786.97,50870.34,33205.56,4,2,Tech,219311.66,0.65,0,High
595,1311261.98,227413.51,62726.46,60592.33,0,1,Retail,1083848.47,0.97,4,Low
596,846995.08,498053.86,16296.66,59464.41,2,1,Manufacturing,348941.22,3.65,9,Medium
597,919037.52,823830.85,40899.5,38266.21,4,1,Finance,95206.67,0.94,2,High
598,706370.89,1111499.09,53169.26,58071.33,3,2,Tech,-405128.2,1.09,6,High
599,866712.02,704158.74,68001.18,51361.45,4,1,Retail,162553.28,0.76,9,High
600,1113190.15,554399.41,42621.46,45725.24,4,0,Retail,558790.74,1.07,2,High
601,1227096.58,663420.71,21851.71,39760.65,3,2,Retail,563675.87,1.82,4,High
602,723350.4,974975.28,59295.67,40808.91,4,1,Finance,-251624.88,0.69,6,High
603,1260881.78,570807.16,40469.56,68498.12,2,0,Retail,690074.62,1.69,2,Medium
604,1406691.36,540161.6,32155.0,48006.83,1,0,Healthcare,866529.76,1.49,9,Low
605,1124030.47,603451.3,40634.82,55821.3,4,1,Healthcare,520579.17,1.37,1,High
606,1563038.74,509334.28,47232.12,40091.01,2,0,Retail,1053704.46,0.85,5,Medium
607,767863.24,724534.06,40928.83,40201.47,1,1,Healthcare,43329.18,0.98,7,Low
608,626603.59,1024935.69,16916.51,58819.85,1,0,Tech,-398332.1,3.48,3,Low
609,466383.93,764615.85,63455.99,34504.24,4,2,Healthcare,-298231.92,0.54,8,High
610,1448813.29,649529.3,69123.13,43847.86,2,2,Retail,799283.99,0.63,7,High
611,1196309.7,641637.75,59772.83,48340.27,4,2,Manufacturing,554671.95,0.81,6,High
612,983324.6,387361.84,32934.71,49113.73,3,2,Tech,595962.76,1.49,6,High
613,1083990.59,876621.96,46977.63,46209.07,1,2,Finance,207368.63,0.98,2,High
614,662353.29,684432.56,49902.18,51958.2,4,1,Retail,-22079.27,1.04,5,High
